impressionId,impressionTimestamp,userId,userType,clickedItem,clickedFeedPosition,impressions,historySize,history
3f319645-28b7-4476-aee2-f584b9776760,1656812155728,8423048344893719002,Non-Logged,9223031724623618824,8,"9223031724623614851-0,9223031724623617952-0,9223031724623619088-0,9223031724623617154-0,9223031724623618680-0,9223031724623618939-0,9223031724623617759-0,9223031724623618824-1,9223031724623618228-0,9223031724623614840-0",42,"9223031724623608358,9223031724623610862,9223031724623611630,9223031724623611111,9223031724623539419,9223031724623608259,9223031724623611875,9223031724623606704,9223031724623609198,9223031724623611942,9223031724623610544,9223031724623610537,9223031724623612540,9223031724623612434,9223031724623608961,9223031724623612109,9223031724623610217,9223031724623612019,9223031724623607184,9223031724623609276,9223031724623610882,9223031724623612584,9223031724623609840,9223031724623610043,9223031724623609269,9223031724623613171,9223031724623611648,9223031724623608759,9223031724623613709,9223031724623614711,9223031724623611684,9223031724623615721,9223031724623608953,9223031724623615579,9223031724623616330,9223031724623613210,9223031724623610764,9223031724623618729,9223031724623618759,9223031724623618875,9223031724623621022,9223031724623620445"
dc213593-04c2-41e1-a6db-20c413413a91,1656824266326,827930658068492288,Non-Logged,9223031724623620445,5,"9223031724623619170-0,9223031724623618878-0,9223031724623619114-0,9223031724623618575-0,9223031724623620445-1,9223031724623621022-0,9223031724623619778-0,9223031724623620567-0,9223031724623612996-0,9223031724623620549-0",44,"9223031724623609198,9223031724623611111,9223031724623609964,9223031724623613169,9223031724623613171,9223031724623610043,9223031724623613275,9223031724623613709,9223031724623611875,9223031724623610543,9223031724623614295,9223031724623613199,9223031724623615547,9223031724623612237,9223031724623616330,9223031724623606704,9223031724623616870,9223031724623618565,9223031724623617178,9223031724623614711,9223031724623581960,9223031724623613795,9223031724623614391,9223031724623617434,9223031724623618824,9223031724623533841,9223031724623619062,9223031724623615721,9223031724623617450,9223031724623619036,9223031724623618875,9223031724623618566,9223031724623606960,9223031724623619006,9223031724623525839,9223031724623080227,9223031724623617670,9223031724623618869,9223031724622347522,9223031724623620608,9223031724623618530,9223031724623617154,9223031724623620153,9223031724623618766"
883dca88-190e-433f-b7b4-0315e32aa103,1656836209206,8423048344893719002,Non-Logged,9223031724623618985,8,"9223031724623616870-0,9223031724623619062-0,9223031724623619114-0,9223031724623618766-0,9223031724623618878-0,9223031724623618565-0,9223031724623618575-0,9223031724623618985-1,9223031724623612996-0,9223031724623618869-0",50,"9223031724623610862,9223031724623611630,9223031724623611111,9223031724623539419,9223031724623608259,9223031724623611875,9223031724623606704,9223031724623609198,9223031724623611942,9223031724623610544,9223031724623610537,9223031724623612540,9223031724623612434,9223031724623608961,9223031724623612109,9223031724623610217,9223031724623612019,9223031724623607184,9223031724623609276,9223031724623610882,9223031724623612584,9223031724623609840,9223031724623610043,9223031724623609269,9223031724623613171,9223031724623611648,9223031724623608759,9223031724623613709,9223031724623614711,9223031724623611684,9223031724623615721,9223031724623608953,9223031724623615579,9223031724623616330,9223031724623613210,9223031724623610764,9223031724623618729,9223031724623618759,9223031724623618875,9223031724623621022,9223031724623620445,9223031724623619240,9223031724623619219,9223031724623618248,9223031724623618862,9223031724623619424,9223031724623608691,9223031724623620441,9223031724623622420,9223031724623614391"
e35f5724-1174-4ecf-9a6e-5a5056a4c4ff,1656839371967,827930658068492288,Non-Logged,9223031724623622720,9,"9223031724623618902-0,9223031724623618676-0,9223031724623617952-0,9223031724623618228-0,9223031724623616212-0,9223031724623618643-0,9223031724623616245-0,9223031724623613937-0,9223031724623622720-1,9223031724623621306-0",50,"9223031724623613199,9223031724623615547,9223031724623612237,9223031724623616330,9223031724623606704,9223031724623616870,9223031724623618565,9223031724623617178,9223031724623614711,9223031724623581960,9223031724623613795,9223031724623614391,9223031724623617434,9223031724623618824,9223031724623533841,9223031724623619062,9223031724623615721,9223031724623617450,9223031724623619036,9223031724623618875,9223031724623618566,9223031724623606960,9223031724623619006,9223031724623525839,9223031724623080227,9223031724623617670,9223031724623618869,9223031724622347522,9223031724623620608,9223031724623618530,9223031724623617154,9223031724623620153,9223031724623618766,9223031724623619157,9223031724623620445,9223031724623619778,9223031724623620553,9223031724623619088,9223031724623622420,9223031724623540953,9223031724623622127,9223031724623621539,9223031724623619114,9223031724623618759,9223031724623618729,9223031724623621022,9223031724623440255,9223031724623622518,9223031724623622218,9223031724623622449"
ff064e40-cb2e-41e7-aa1c-06e2affc3fd1,1656841960364,7a216b08-5874-4e27-8a37-4d4577182b23,Logged,9223031724623621660,1,"9223031724623621660-1,9223031724623620445-0,9223031724623620385-0,9223031724623619778-0,9223031724623619026-0,9223031724623621306-0,9223031724623620549-0,9223031724623621609-0,9223031724623621001-0,9223031724623620585-0",50,"9223031724623614900,9223031724623613795,9223031724623614711,9223031724623616330,9223031724623614885,9223031724623609198,9223031724623615721,9223031724623608143,9223031724623614391,9223031724623616870,9223031724623616245,9223031724623617344,9223031724623614754,9223031724623616805,9223031724623616780,9223031724623617154,9223031724623617434,9223031724623617490,9223031724623617248,9223031724623617450,9223031724623617178,9223031724623613937,9223031724623617952,9223031724623617759,9223031724623618729,9223031724623618228,9223031724623580295,9223031724623618248,9223031724623618824,9223031724623611097,9223031724623619170,9223031724623618875,9223031724623619062,9223031724623619114,9223031724623618869,9223031724623619157,9223031724623617670,9223031724623619618,9223031724623618766,9223031724623621022,9223031724623616212,9223031724623619219,9223031724623620608,9223031724623620567,9223031724623618744,9223031724623621549,9223031724623621539,9223031724623622420,9223031724623382596,9223031724623622127"
17745a0d-0628-4e35-a4f4-935a1d83c3fc,1656844167302,13236044152079396864,Non-Logged,9223031724623619170,1,"9223031724623619170-1,9223031724623619062-0,9223031724623618878-0,9223031724623618766-0,9223031724623619114-0,9223031724623617977-0,9223031724623618565-0,9223031724623618575-0,9223031724623617425-0,9223031724623618985-0",46,"9223031724623612584,9223031724623613195,9223031724623606957,9223031724623609690,9223031724623607017,9223031724623613616,9223031724623607184,9223031724623608143,9223031724623613954,9223031724620668321,9223031724623608358,9223031724623607917,9223031724623607429,9223031724623607240,9223031724623610865,9223031724623586186,9223031724623613709,9223031724623613284,9223031724623613664,9223031724623614618,9223031724623613171,9223031724623614619,9223031724623614885,9223031724623613792,9223031724623615721,9223031724623616330,9223031724623614900,9223031724623616131,9223031724623611684,9223031724623615709,9223031724623615128,9223031724623615485,9223031724623615157,9223031724623610298,9223031724623608059,9223031724623297831,9223031724623615377,9223031724623613082,9223031724623616870,9223031724623614667,9223031724623613841,9223031724623611113,9223031724623613932,9223031724623615547,9223031724623618875,9223031724623622420"
33caee0f-5ec8-4065-9f7b-b8da619a40f0,1656844934012,20789624822236127209,Non-Logged,9223031724623621022,4,"9223031724623618766-0,9223031724623618575-0,9223031724623618565-0,9223031724623621022-1,9223031724623617425-0,9223031724623620445-0,9223031724623618741-0,9223031724623617178-0,9223031724623618680-0,9223031724623618939-0",44,"9223031724623612584,9223031724623609690,9223031724623613288,9223031724623607128,9223031724623609198,9223031724623613195,9223031724623610537,9223031724623612237,9223031724623613709,9223031724623613199,9223031724623611684,9223031724623612434,9223031724623614754,9223031724623613795,9223031724623614619,9223031724623615547,9223031724623613169,9223031724623616330,9223031724623616870,9223031724623614541,9223031724623617450,9223031724623617759,9223031724623608432,9223031724623617952,9223031724623617724,9223031724623530423,9223031724623614842,9223031724623618824,9223031724623350519,9223031724623613171,9223031724623619062,9223031724623619170,9223031724623619088,9223031724623618985,9223031724623618869,9223031724623619036,9223031724623618875,9223031724623619114,9223031724623619632,9223031724623614391,9223031724623620470,9223031724623620153,9223031724623617670,9223031724623620608"
d70bc4c2-47eb-4b2c-8af3-e35b54883a03,1656845025700,20789624822236127209,Non-Logged,9223031724623620445,5,"9223031724623618766-0,9223031724623618575-0,9223031724623618565-0,9223031724623617425-0,9223031724623620445-1,9223031724623618741-0,9223031724623617178-0,9223031724623618680-0,9223031724623618939-0,9223031724623614851-0",44,"9223031724623612584,9223031724623609690,9223031724623613288,9223031724623607128,9223031724623609198,9223031724623613195,9223031724623610537,9223031724623612237,9223031724623613709,9223031724623613199,9223031724623611684,9223031724623612434,9223031724623614754,9223031724623613795,9223031724623614619,9223031724623615547,9223031724623613169,9223031724623616330,9223031724623616870,9223031724623614541,9223031724623617450,9223031724623617759,9223031724623608432,9223031724623617952,9223031724623617724,9223031724623530423,9223031724623614842,9223031724623618824,9223031724623350519,9223031724623613171,9223031724623619062,9223031724623619170,9223031724623619088,9223031724623618985,9223031724623618869,9223031724623619036,9223031724623618875,9223031724623619114,9223031724623619632,9223031724623614391,9223031724623620470,9223031724623620153,9223031724623617670,9223031724623620608"
0f347fbe-5ad2-4f5f-8226-78a5d8ae05d0,1656846574511,827930658068492288,Non-Logged,9223031724623619170,1,"9223031724623619170-1,9223031724623618878-0,9223031724623620567-0,9223031724623620385-0,9223031724623620585-0,9223031724623619219-0,9223031724623618985-0,9223031724623620382-0,9223031724623619880-0,9223031724623619618-0",50,"9223031724623615547,9223031724623612237,9223031724623616330,9223031724623606704,9223031724623616870,9223031724623618565,9223031724623617178,9223031724623614711,9223031724623581960,9223031724623613795,9223031724623614391,9223031724623617434,9223031724623618824,9223031724623533841,9223031724623619062,9223031724623615721,9223031724623617450,9223031724623619036,9223031724623618875,9223031724623618566,9223031724623606960,9223031724623619006,9223031724623525839,9223031724623080227,9223031724623617670,9223031724623618869,9223031724622347522,9223031724623620608,9223031724623618530,9223031724623617154,9223031724623620153,9223031724623618766,9223031724623619157,9223031724623620445,9223031724623619778,9223031724623620553,9223031724623619088,9223031724623622420,9223031724623540953,9223031724623622127,9223031724623621539,9223031724623619114,9223031724623618759,9223031724623618729,9223031724623621022,9223031724623440255,9223031724623622518,9223031724623622218,9223031724623622449,9223031724623622720"
c40fcd18-6f1b-4e10-bbce-a5713f9fd84b,1656847091721,827930658068492288,Non-Logged,9223031724623618939,6,"9223031724623619170-0,9223031724623618878-0,9223031724623618575-0,9223031724623618985-0,9223031724623618741-0,9223031724623618939-1,9223031724623614851-0,9223031724623618680-0,9223031724623619618-0,9223031724623618902-0",50,"9223031724623616330,9223031724623606704,9223031724623616870,9223031724623618565,9223031724623617178,9223031724623614711,9223031724623581960,9223031724623613795,9223031724623614391,9223031724623617434,9223031724623618824,9223031724623533841,9223031724623619062,9223031724623615721,9223031724623617450,9223031724623619036,9223031724623618875,9223031724623618566,9223031724623606960,9223031724623619006,9223031724623525839,9223031724623080227,9223031724623617670,9223031724623618869,9223031724622347522,9223031724623620608,9223031724623618530,9223031724623617154,9223031724623620153,9223031724623618766,9223031724623619157,9223031724623620445,9223031724623619778,9223031724623620553,9223031724623619088,9223031724623622420,9223031724623540953,9223031724623622127,9223031724623621539,9223031724623619114,9223031724623618759,9223031724623618729,9223031724623621022,9223031724623440255,9223031724623622518,9223031724623622218,9223031724623622449,9223031724623622720,9223031724623619219,9223031724623619170"
80d3c721-4948-41af-915b-b92537d66379,1656851707550,782471667010225195187,Non-Logged,9223031724623620445,5,"9223031724623619170-0,9223031724623619114-0,9223031724623618575-0,9223031724623620608-0,9223031724623620445-1,9223031724623612996-0,9223031724623618939-0,9223031724623618741-0,9223031724623619088-0,9223031724623619778-0",50,"9223031724623613795,9223031724623614711,9223031724623617450,9223031724623616245,9223031724623613937,9223031724623614900,9223031724623613171,9223031724623615721,9223031724623615547,9223031724623613792,9223031724623618100,9223031724623608217,9223031724623619318,9223031724623617178,9223031724623619062,9223031724623618875,9223031724623614758,9223031724623614391,9223031724623617952,9223031724623618565,9223031724623618680,9223031724623618824,9223031724623618228,9223031724623618869,9223031724622508143,9223031724623620135,9223031724623620179,9223031724623620188,9223031724623620346,9223031724623620441,9223031724623613195,9223031724623618928,9223031724623620288,9223031724623620700,9223031724623618985,9223031724623619006,9223031724623620870,9223031724623618902,9223031724623621026,9223031724623612237,9223031724623617707,9223031724623621617,9223031724623621447,9223031724623621246,9223031724623622779,9223031724623621022,9223031724623442837,9223031724623621539,9223031724623620385,9223031724623619170"
b7b13a48-b85b-4db4-b160-4c2005f093e0,1656853067760,11099296614496700416,Non-Logged,9223031724623622543,2,"9223031724623622420-0,9223031724623622543-1,9223031724623622544-0,9223031724623620445-0,9223031724623622615-0,9223031724623622127-0,9223031724623621660-0,9223031724623621539-0,9223031724623621882-0,9223031724623620549-0",50,"9223031724623572915,9223031724623611875,9223031724623610043,9223031724623613709,9223031724623615247,9223031724623613882,9223031724623613195,9223031724623614885,9223031724623614619,9223031724623609690,9223031724623613171,9223031724623613795,9223031724623616870,9223031724623612237,9223031724623614900,9223031724623617450,9223031724623617273,9223031724623617515,9223031724623617947,9223031724623617707,9223031724623619062,9223031724623617952,9223031724623617586,9223031724623619170,9223031724623618875,9223031724623619006,9223031724623618565,9223031724623616330,9223031724623615737,9223031724623619114,9223031724623619778,9223031724623618985,9223031724623617759,9223031724623620385,9223031724623617243,9223031724623618766,9223031724623618939,9223031724623620608,9223031724623614391,9223031724623619219,9223031724623620567,9223031724619693592,9223031724623619618,9223031724623617855,9223031724623618824,9223031724623533841,9223031724623416149,9223031724623621022,9223031724623440255,9223031724623617670"
fd7f8729-8c26-4ec7-9a15-685a23da720c,1656854017716,20789624822236127209,Non-Logged,9223031724623622690,7,"9223031724623623035-0,9223031724623622959-0,9223031724623622775-0,9223031724623622947-0,9223031724623622774-0,9223031724623622857-0,9223031724623622690-1,9223031724623622683-0,9223031724623622467-0,9223031724623622739-0",47,"9223031724623612584,9223031724623609690,9223031724623613288,9223031724623607128,9223031724623609198,9223031724623613195,9223031724623610537,9223031724623612237,9223031724623613709,9223031724623613199,9223031724623611684,9223031724623612434,9223031724623614754,9223031724623613795,9223031724623614619,9223031724623615547,9223031724623613169,9223031724623616330,9223031724623616870,9223031724623614541,9223031724623617450,9223031724623617759,9223031724623608432,9223031724623617952,9223031724623617724,9223031724623530423,9223031724623614842,9223031724623618824,9223031724623350519,9223031724623613171,9223031724623619062,9223031724623619170,9223031724623619088,9223031724623618985,9223031724623618869,9223031724623619036,9223031724623618875,9223031724623619114,9223031724623619632,9223031724623614391,9223031724623620470,9223031724623620153,9223031724623617670,9223031724623620608,9223031724623621022,9223031724623620445,9223031724623622760"
bec575a1-1451-455c-9152-8a619d9b602c,1656855757283,13236044152079396864,Non-Logged,9223031724623619062,1,"9223031724623619062-1,9223031724623619114-0,9223031724623618878-0,9223031724623618766-0,9223031724623620567-0,9223031724623621660-0,9223031724623618985-0,9223031724623620608-0,9223031724623617425-0,9223031724623618575-0",48,"9223031724623612584,9223031724623613195,9223031724623606957,9223031724623609690,9223031724623607017,9223031724623613616,9223031724623607184,9223031724623608143,9223031724623613954,9223031724620668321,9223031724623608358,9223031724623607917,9223031724623607429,9223031724623607240,9223031724623610865,9223031724623586186,9223031724623613709,9223031724623613284,9223031724623613664,9223031724623614618,9223031724623613171,9223031724623614619,9223031724623614885,9223031724623613792,9223031724623615721,9223031724623616330,9223031724623614900,9223031724623616131,9223031724623611684,9223031724623615709,9223031724623615128,9223031724623615485,9223031724623615157,9223031724623610298,9223031724623608059,9223031724623297831,9223031724623615377,9223031724623613082,9223031724623616870,9223031724623614667,9223031724623613841,9223031724623611113,9223031724623613932,9223031724623615547,9223031724623618875,9223031724623622420,9223031724623622543,9223031724623619170"
830749fc-83d9-43ee-ba33-049c45240011,1656857215427,827930658068492288,Non-Logged,9223031724623620567,5,"9223031724623622543-0,9223031724623621660-0,9223031724623622544-0,9223031724623622619-0,9223031724623620567-1,9223031724623620441-0,9223031724623614874-0,9223031724623621956-0,9223031724623622615-0,9223031724623621881-0",50,"9223031724623617178,9223031724623614711,9223031724623581960,9223031724623613795,9223031724623614391,9223031724623617434,9223031724623618824,9223031724623533841,9223031724623619062,9223031724623615721,9223031724623617450,9223031724623619036,9223031724623618875,9223031724623618566,9223031724623606960,9223031724623619006,9223031724623525839,9223031724623080227,9223031724623617670,9223031724623618869,9223031724622347522,9223031724623620608,9223031724623618530,9223031724623617154,9223031724623620153,9223031724623618766,9223031724623619157,9223031724623620445,9223031724623619778,9223031724623620553,9223031724623619088,9223031724623622420,9223031724623540953,9223031724623622127,9223031724623621539,9223031724623619114,9223031724623618759,9223031724623618729,9223031724623621022,9223031724623440255,9223031724623622518,9223031724623622218,9223031724623622449,9223031724623622720,9223031724623619219,9223031724623619170,9223031724623618939,9223031724623622775,17460157,9223031724623623048"
